002.jpg,pushups_up,284.56366,56.963303,54.267914,285.048,47.560207,24.822657,284.0748,46.650005,24.781725,282.89047,45.20836,24.728464,289.24524,48.48693,37.746082,291.21277,48.365967,37.826958,293.12503,48.149673,37.712025,289.6457,42.721184,-71.64395,303.7042,46.667393,-7.555503,285.90347,60.83558,25.679443,291.46576,62.115067,44.452477,269.925,61.560852,-69.24001,347.91196,102.90302,-17.898125,233.26611,108.9028,-41.39707,318.55975,152.17627,87.299995,189.18312,136.97182,56.816475,271.77905,140.26862,232.86076,177.26979,143.43666,64.937294,264.82574,135.64656,252.07224,183.83983,139.62299,67.33798,259.37457,129.8143,245.34415,188.79308,137.25812,60.53444,258.76837,132.14352,232.7689,212.89342,181.45468,-6.551754,250.91234,209.88051,6.132254,115.73892,165.45015,100.66447,225.13329,294.1811,113.17217,32.626232,151.80305,175.1089,190.69748,338.63422,155.84917,25.030098,155.58998,185.07549,181.4437,342.8916,161.87297,11.147488,150.21452,199.92918,185.07812,359.41812,162.82124
003.jpg,pushups_up,110.803215,134.30708,-81.82751,112.85752,125.64982,-62.550373,114.081245,125.8311,-62.664516,115.11568,126.05401,-62.758102,106.33928,125.30744,-78.3151,102.4494,125.03735,-78.34027,98.16632,124.66765,-78.36874,109.35704,129.61975,29.998121,83.213585,126.710655,-48.67203,109.27372,143.47647,-48.83338,101.529526,143.61783,-71.61552,130.57475,170.60413,42.44217,39.315823,176.93,-28.8173,169.7749,225.97404,4.858799,10.9842005,234.04494,-145.57549,203.06125,262.36545,-98.005455,23.812597,185.9946,-259.08047,215.73262,275.96814,-114.8679,26.513212,176.23363,-274.13144,207.26605,274.01828,-122.651085,32.243027,170.75893,-270.0395,199.44763,271.222,-103.30274,30.616688,176.72914,-258.07935,146.51001,261.8245,35.089584,102.16191,284.19574,-35.152676,196.55286,275.04828,-162.79459,149.2482,312.4534,-237.27832,273.7811,300.8314,-356.71576,239.98262,319.57382,-393.26266,284.75143,320.0188,-376.97946,250.6313,329.45807,-406.11325,299.25824,271.80362,-436.23117,271.23038,294.7161,-448.06274
005.jpg,pushups_up,234.25015,169.22336,-165.12883,234.02737,158.91605,-122.5927,236.3853,159.03615,-122.57787,238.43617,159.26205,-122.787575,221.54799,159.57944,-145.4077,213.89876,160.34978,-145.55411,205.25879,161.28807,-145.57947,227.30719,166.15907,69.75621,182.42668,170.12611,-38.529682,235.23079,186.61772,-94.82588,219.44254,190.05708,-127.202896,278.42477,251.68628,141.60434,131.39964,261.84314,14.895128,331.7714,370.47137,134.95963,36.930294,335.133,-236.63232,387.7772,448.3478,23.772413,121.4106,249.67024,-473.40573,411.72064,471.60165,-0.7852161,146.18651,220.8022,-516.9986,401.78622,472.41785,-20.781897,156.03262,217.1913,-476.1067,388.66162,467.0911,12.341672,151.15163,229.08662,-459.62564,313.04105,423.726,48.136974,238.14447,458.353,-48.58078,504.33237,488.62918,-255.4852,252.75368,629.3321,-192.80125,662.26056,564.1731,-336.13214,275.08435,759.9167,13.384778,667.97174,583.72174,-349.75104,288.84134,774.64154,30.426525,770.7983,566.65,-527.08636,267.57437,819.40686,-120.297035
006.jpg,pushups_up,191.99069,95.461876,-69.96105,196.80779,83.07462,-53.106464,200.4316,82.10869,-53.17174,203.61667,80.99304,-53.36695,182.81343,84.29084,-59.830257,176.82497,84.2607,-59.734276,171.25719,83.969635,-59.80581,206.41203,83.34402,48.902008,161.62914,87.62742,21.968573,198.9653,108.463356,-29.745451,180.9182,108.581566,-37.543415,227.93323,136.7655,128.21945,138.63806,132.0119,11.506745,270.2421,179.02893,63.91658,123.68628,207.37828,-127.70145,291.5557,161.61583,-101.62954,199.50166,155.99278,-243.03947,301.08026,161.88428,-129.25314,216.54729,145.06483,-271.4927,293.21573,152.8216,-125.10884,216.45847,135.8658,-248.6293,286.4552,155.9485,-105.79476,212.70497,138.88335,-234.16219,225.41551,271.42862,45.090595,165.90172,278.2773,-44.909847,287.04428,303.97266,-158.95058,175.13193,346.7308,-227.25502,265.62476,414.3021,-77.288445,100.80117,466.04764,-198.70332,252.10905,427.0913,-68.70318,89.093475,475.72992,-192.40892,290.24908,461.55984,-119.951515,92.971275,529.8492,-271.99225
007.jpg,pushups_up,98.33197,130.94739,-36.965706,94.33015,124.6816,-16.852495,94.63427,124.754135,-16.908606,94.72131,124.882965,-17.025192,90.10109,125.46613,-32.594475,87.28904,126.11635,-32.587543,83.62943,126.80923,-32.551117,86.026024,130.51427,73.76515,69.598885,134.17825,2.1215353,99.33208,139.15376,-3.3356843,94.27187,141.01387,-24.036806,123.2031,165.21208,91.589905,52.497894,190.65404,0.65009856,164.44473,206.82535,54.010944,66.534805,247.7332,-102.25216,201.99185,198.56593,-86.779434,113.732994,201.10692,-206.25954,211.34409,194.87479,-118.08788,121.40408,189.44643,-232.78957,207.93,189.3983,-132.97684,120.47094,183.6797,-226.63733,204.52348,191.65327,-97.11693,117.67926,186.4415,-204.5869,174.45819,263.71335,27.094198,130.92552,289.49652,-26.950874,277.00854,287.06485,-35.764515,107.64689,391.39026,-57.329403,230.63339,348.00397,192.70973,129.10341,408.30173,152.34184,216.8159,349.37793,217.56404,134.5162,408.28522,175.1933,234.49945,382.7989,211.9806,129.94556,428.119,150.82042
009.jpg,pushups_up,192.03839,44.84932,-265.031,199.09158,36.32362,-270.30023,202.47983,36.174793,-270.22775,206.23334,36.13389,-270.38208,194.41237,36.554665,-260.58078,193.88826,36.520164,-260.49832,193.36981,36.497654,-260.4853,220.26384,40.985554,-244.79651,204.59222,38.974815,-199.54391,197.69058,54.86637,-251.5281,191.86887,54.448925,-238.05836,241.95248,91.75186,-195.37865,180.28603,72.63581,-143.76895,254.03232,135.67998,-120.31704,134.0464,70.387245,-122.46434,229.86209,142.99437,-88.859985,94.122505,36.636715,-187.44563,220.77603,149.38513,-94.4527,77.56334,30.676235,-203.81836,213.3375,137.29857,-108.10712,81.77239,27.700804,-221.677,214.9731,134.61154,-93.03885,86.670166,30.340532,-198.22667,215.02745,177.54015,-21.907167,180.75906,147.66194,22.029902,152.84639,243.93535,-46.921295,89.93558,127.603065,69.0764,142.2882,322.93173,-2.600629,24.35635,86.097466,67.917625,139.50105,329.7898,0.10357537,16.854116,120.37351,69.45606,124.24293,348.78476,-56.308357,-2.9436564,95.02422,56.888496
010.jpg,pushups_up,50.73395,40.67196,65.30468,51.592358,35.82888,79.85719,52.226887,35.960186,79.82291,52.721844,36.144558,79.77347,48.323917,35.15975,76.56331,46.67097,34.75712,76.56324,44.847023,34.319485,76.538895,48.581097,37.18684,129.50345,37.840122,34.480064,114.11578,50.39727,45.20257,82.76044,46.926704,44.78963,78.100395,59.073154,63.120445,119.7082,19.961212,55.0568,102.763176,76.20707,81.35553,51.44617,-1.1790066,60.102676,22.107943,79.126465,75.786606,-13.428396,24.192669,41.12203,-50.28963,81.33532,75.70951,-21.439116,29.20681,36.5501,-59.582207,79.38619,71.08308,-19.143885,32.09603,35.603043,-47.355984,77.54992,71.23292,-13.431514,31.14855,38.33989,-46.407276,54.858356,115.84006,15.303781,33.08545,100.22463,-15.204501,61.33945,165.67514,9.357824,47.717484,51.418537,-130.14519,55.791264,203.58583,-2.0263243,108.665085,43.570133,-177.91058,48.50191,209.83305,-3.4736376,115.364075,48.180122,-181.09189,61.927666,223.55841,-40.073254,133.89651,29.678602,-224.37463
013.jpg,pushups_up,159.67503,103.37845,81.23354,152.9935,94.95122,80.22491,150.90942,94.52813,80.219986,148.68726,94.19638,80.18355,155.57213,95.02501,62.84976,155.33336,94.68704,62.816196,155.08028,94.4124,62.789158,135.74721,96.74915,88.86645,145.72472,96.01455,6.9405365,155.66632,108.998764,88.48689,157.887,108.82151,64.47417,108.00131,143.1247,97.68413,159.55977,125.176994,-32.29688,127.37202,153.25542,162.09486,195.80722,166.01991,-70.893814,163.9796,125.69008,242.89929,198.01743,189.41974,-40.251663,171.02145,121.47876,254.73724,201.59666,196.4764,-39.759857,171.44681,121.30886,245.74771,204.11874,189.18388,-33.41396,169.32822,122.533264,240.03659,203.03055,187.10849,-35.42337,181.31612,252.1322,41.27096,203.10359,233.43855,-41.32133,198.33513,330.07483,50.40714,310.91586,207.20943,0.9833751,215.37982,374.85052,72.28555,410.66196,211.20346,-0.0952097,219.78204,382.93002,75.36875,430.2518,203.85913,1.4981846,208.5615,391.99374,60.457413,444.43625,166.30437,-10.683164
015.jpg,pushups_up,153.12543,70.16153,-171.10698,156.49142,60.017914,-179.10054,160.32764,58.555016,-179.09256,164.17035,56.865414,-179.20628,148.39723,62.037056,-167.43915,146.58708,62.16941,-167.39502,144.98958,62.30511,-167.42676,173.80669,53.13273,-163.80023,149.21707,60.849907,-104.48865,162.97696,74.95561,-160.0362,153.04784,77.74739,-142.66736,214.85414,77.46338,-140.55594,138.92766,90.441154,-58.00206,249.47493,110.86,-261.73145,91.121346,121.01405,-83.451965,192.30914,122.99996,-390.8127,34.98836,134.33757,-153.167,177.85342,127.06323,-417.14523,21.672506,133.27235,-161.11467,168.5019,123.02061,-404.07278,23.250372,129.09561,-180.63269,171.79968,121.42866,-386.88995,28.611933,130.72516,-163.4941,171.7833,194.23978,-19.68079,141.5475,180.06387,19.681257,168.05194,271.33417,-88.171455,81.28915,159.91551,14.954917,120.76855,283.37817,42.875473,38.50736,145.22331,35.364597,112.24591,281.06195,58.06109,36.878216,150.23318,37.316334,106.92106,301.03006,43.61738,8.589149,121.80625,15.785885
019.jpg,pushups_up,70.44738,26.978342,-33.64588,69.667305,22.199049,-29.17125,69.47851,22.091223,-29.19814,69.251915,22.019522,-29.236237,68.84599,22.289532,-43.18883,68.08466,22.248152,-43.189037,67.25959,22.211607,-43.21009,63.44821,22.884996,-7.0959964,60.92325,23.020521,-70.38,67.96403,31.482107,-24.163784,66.55181,31.263266,-42.3736,53.118534,42.32769,32.010128,51.050495,45.421886,-98.960945,65.682816,73.517914,54.51282,69.48217,76.33802,-107.591484,95.343895,85.592705,39.73767,98.669586,81.086624,-86.47399,102.34535,88.25893,37.96433,111.19537,85.674675,-95.88428,103.60789,86.167076,28.819689,112.843765,79.807594,-93.20905,100.331345,85.626884,34.370884,109.0357,78.70205,-84.90359,65.12005,94.83973,40.237846,64.33648,96.36128,-40.280937,90.090416,109.260796,55.09715,106.94909,89.12826,-42.84543,80.76153,137.03009,87.78144,85.55667,124.990486,20.451805,75.62865,140.88486,90.51082,76.80304,130.02718,27.797174,89.16908,145.7024,88.74921,94.098526,136.48624,40.105827
